Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Amt_Chng_Q4_Q1,Total_Revolving_Bal,Credit_Limit,Months_on_book,Total_Relationship_Count,Avg_Utilization_Ratio,Contacts_Count_12_mon,Months_Inactive_12_mon,Dependent_count,Cluster,Attrition_Flag
2546,40,0.333,1.062,495,1438.3,20,6,0.344,3,2,0,3,Existing Customer
1793,44,0.833,0.646,0,34516.0,36,5,0.0,4,2,3,4,Existing Customer
1499,31,0.938,0.844,694,6361.0,22,4,0.109,3,2,3,5,Existing Customer
1645,30,0.667,0.859,0,2490.0,21,6,0.0,2,6,0,3,Existing Customer
2073,60,0.333,0.676,1655,14057.0,44,5,0.118,4,6,3,3,Existing Customer
1729,35,0.75,1.676,1586,2461.0,38,4,0.644,2,1,2,2,Existing Customer
2423,74,0.609,0.806,1278,7766.0,21,4,0.165,3,3,2,2,Existing Customer
1322,38,0.652,0.448,564,21308.0,33,4,0.026,3,1,3,4,Existing Customer
1819,24,0.846,0.889,2252,4516.0,36,5,0.499,4,2,0,0,Existing Customer
1634,44,0.76,0.513,1812,5424.0,30,6,0.334,2,3,3,2,Existing Customer
2094,47,0.958,0.937,1540,1764.0,36,3,0.873,2,2,0,0,Existing Customer
1554,43,0.344,0.466,932,1493.0,46,1,0.624,3,3,1,3,Attrited Customer
1220,30,0.765,0.743,2517,17539.0,43,6,0.144,2,2,3,4,Existing Customer
3530,68,0.659,0.534,0,34516.0,36,6,0.0,3,2,3,4,Existing Customer
1581,30,1.0,0.903,1118,2149.0,25,4,0.52,2,1,3,2,Existing Customer
1629,43,0.344,0.647,1530,6256.0,44,3,0.245,4,4,2,3,Existing Customer
2154,61,0.525,0.667,792,11922.0,25,5,0.066,4,1,2,3,Existing Customer
2449,27,0.038,1.214,1986,4075.0,38,5,0.487,4,2,3,0,Attrited Customer
1312,29,0.526,0.583,2151,7290.0,36,5,0.295,4,1,3,3,Existing Customer
3382,58,1.071,0.673,688,5965.0,36,5,0.115,2,3,2,5,Existing Customer
1925,42,0.448,0.698,1965,9007.0,13,3,0.218,4,1,0,3,Existing Customer
2837,74,0.609,0.834,1397,6077.0,36,3,0.23,3,2,3,2,Existing Customer
1744,35,0.944,0.796,1009,1808.0,29,3,0.558,2,3,2,2,Existing Customer
3174,74,1.114,1.363,0,12810.0,36,6,0.0,3,1,3,5,Existing Customer
992,21,0.4,0.992,2517,3421.0,45,3,0.736,3,1,0,0,Attrited Customer
1291,24,0.6,0.604,1528,3118.0,53,6,0.49,4,1,0,0,Existing Customer
1518,39,0.625,0.655,922,20013.0,37,4,0.046,4,3,1,3,Existing Customer
2272,46,0.438,0.662,1240,4395.0,13,4,0.282,2,1,0,3,Existing Customer
2825,60,0.818,0.926,0,9661.0,32,6,0.0,3,3,1,5,Existing Customer
1587,38,0.52,0.805,1324,1973.0,44,3,0.671,4,2,4,2,Existing Customer
2235,57,0.357,0.618,2018,9926.0,49,3,0.203,4,2,3,3,Existing Customer
2275,58,0.871,1.202,1659,4108.0,36,6,0.404,3,3,3,2,Existing Customer
1818,51,1.04,0.8,2504,20741.0,36,5,0.121,4,1,3,4,Existing Customer
2733,71,0.919,0.673,892,16335.0,24,6,0.055,2,1,4,4,Existing Customer
2442,62,0.632,1.525,2517,4588.0,17,5,0.549,3,3,1,2,Existing Customer
2617,54,0.8,0.969,1955,5712.0,24,5,0.342,3,3,2,2,Existing Customer
1844,49,0.75,0.69,1206,5335.0,36,3,0.226,2,1,0,0,Existing Customer
2047,33,0.179,1.166,0,13184.0,49,6,0.0,3,2,3,3,Attrited Customer
1842,50,0.852,0.778,1201,8592.0,20,5,0.14,3,2,0,5,Existing Customer
2028,39,1.053,0.744,1164,1910.0,26,5,0.609,2,3,3,2,Existing Customer
3095,62,0.59,0.621,1083,6210.0,45,6,0.174,3,3,2,0,Existing Customer
1685,44,0.375,0.768,1337,2220.0,31,6,0.602,4,2,3,2,Existing Customer
1502,31,0.824,0.816,1710,20756.0,41,4,0.082,2,2,5,4,Existing Customer
1541,37,0.609,0.322,2517,2895.0,55,6,0.869,2,3,0,0,Existing Customer
1677,45,0.5,0.569,2517,3539.0,36,4,0.711,2,3,3,2,Existing Customer
2048,59,0.639,0.776,2097,9274.0,44,6,0.226,4,1,1,0,Existing Customer
2072,33,0.833,1.214,2517,3187.0,26,6,0.79,3,1,3,2,Existing Customer
1406,28,0.077,1.029,2460,2802.0,24,2,0.878,4,1,3,2,Attrited Customer
1386,30,0.5,0.561,707,2334.0,36,4,0.303,3,3,0,3,Existing Customer
2249,61,0.564,0.76,0,1438.3,56,5,0.0,3,3,0,0,Existing Customer
1670,33,0.65,0.548,0,3519.0,44,3,0.0,4,2,2,3,Existing Customer
1561,40,0.538,0.633,2083,3088.0,48,3,0.675,3,2,1,0,Existing Customer
2579,68,0.7,1.345,1002,34516.0,36,6,0.029,0,3,3,4,Existing Customer
1642,39,0.625,0.465,2032,11906.0,31,3,0.171,4,1,4,3,Existing Customer
2156,46,0.586,0.896,821,11098.0,36,4,0.074,4,2,3,3,Existing Customer
2004,44,0.419,0.81,1772,2224.0,22,6,0.797,4,3,3,2,Existing Customer
1575,41,0.519,1.078,1603,3454.0,36,4,0.464,4,3,2,0,Existing Customer
2732,63,0.853,0.851,1873,5723.0,36,4,0.327,2,2,2,2,Existing Customer
2246,44,0.833,0.823,1421,9239.0,36,4,0.154,3,2,1,0,Existing Customer
1602,40,0.667,0.686,1775,4061.0,24,4,0.437,2,3,2,2,Existing Customer
1597,31,0.722,0.715,0,4189.0,56,5,0.0,2,3,1,3,Existing Customer
3483,82,0.64,0.573,1562,6373.0,32,4,0.245,3,1,1,2,Existing Customer
2334,61,0.848,1.625,1717,2228.0,33,5,0.771,3,2,2,2,Existing Customer
856,18,0.059,0.378,2517,3261.0,24,3,0.772,2,2,4,2,Attrited Customer
1596,34,0.789,0.873,1402,8014.0,24,3,0.175,2,3,4,2,Existing Customer
1830,36,0.636,0.856,1726,10980.0,29,6,0.157,3,1,2,4,Existing Customer
1369,37,0.542,0.676,2165,3092.0,42,6,0.7,4,3,3,0,Existing Customer
2603,56,0.806,1.32,690,14315.0,29,5,0.048,2,1,4,5,Existing Customer
1776,36,0.565,0.776,997,1648.0,46,3,0.605,3,3,0,0,Existing Customer
869,27,0.286,0.331,1616,1730.0,13,2,0.934,4,2,0,3,Attrited Customer
1390,44,0.76,0.712,763,13768.0,35,6,0.055,3,3,2,3,Existing Customer
1757,48,0.548,0.558,1465,1709.0,19,3,0.857,4,3,1,2,Existing Customer
3342,62,0.824,0.604,0,1705.0,19,5,0.0,3,2,3,5,Existing Customer
2457,58,0.933,0.876,0,8673.0,25,6,0.0,2,1,0,5,Existing Customer
2274,61,1.033,0.831,2317,6391.0,21,5,0.363,2,2,1,2,Existing Customer
1448,36,1.0,0.625,1946,11102.0,45,4,0.175,2,2,2,0,Existing Customer
1544,36,0.714,1.013,1999,24765.0,28,3,0.081,3,1,3,4,Existing Customer
1591,35,0.75,1.009,0,31864.0,27,5,0.0,4,3,4,4,Existing Customer
3253,80,0.818,0.928,0,5346.0,36,5,0.0,2,3,1,5,Existing Customer
2467,54,0.8,1.027,1472,2801.0,21,6,0.526,3,2,0,2,Existing Customer
1401,31,0.722,0.498,0,3148.0,27,6,0.0,2,6,2,3,Existing Customer
2853,55,0.667,1.314,1628,2786.0,36,6,0.584,3,5,3,2,Existing Customer
2438,45,0.607,1.561,816,11894.0,24,3,0.069,2,1,3,5,Existing Customer
1655,41,0.577,0.813,2517,7535.0,29,5,0.334,3,3,2,2,Existing Customer
797,14,0.273,0.681,511,33180.0,35,4,0.015,3,4,2,4,Attrited Customer
2141,55,0.667,0.883,1632,2986.0,51,6,0.547,4,2,2,0,Existing Customer
2080,50,0.351,0.579,2375,6729.0,23,4,0.353,2,2,2,2,Existing Customer
2542,67,0.675,0.663,1817,2601.0,36,3,0.699,4,3,1,0,Existing Customer
1636,58,0.706,0.636,1655,3380.0,45,4,0.49,0,3,3,2,Existing Customer
2319,61,0.743,0.623,1351,2730.0,18,5,0.495,2,2,1,2,Existing Customer
982,22,0.692,0.537,0,3324.0,15,3,0.0,3,1,0,3,Attrited Customer
1880,58,0.758,0.554,1844,2665.0,45,4,0.692,3,3,2,0,Existing Customer
1325,29,0.381,0.442,2053,5015.0,47,4,0.409,2,3,1,0,Existing Customer
1370,25,0.786,0.712,2303,6905.0,36,4,0.334,3,3,4,2,Existing Customer
1961,51,0.545,0.726,950,5848.0,41,5,0.162,2,2,3,3,Existing Customer
2501,55,0.528,0.728,1608,19136.0,26,4,0.084,4,3,1,4,Existing Customer
2003,41,0.952,1.182,1904,3500.0,55,4,0.544,4,3,0,0,Existing Customer
1691,47,0.516,0.712,0,7453.0,24,5,0.0,3,1,2,3,Existing Customer
1456,27,1.077,0.744,1819,6266.0,43,4,0.29,3,3,2,0,Existing Customer
2743,69,0.769,1.033,0,4945.0,23,4,0.0,4,3,1,5,Existing Customer
837,18,1.0,0.433,0,27992.0,21,2,0.0,4,2,2,4,Attrited Customer
1877,33,1.2,1.034,1285,3735.0,36,6,0.344,3,2,1,0,Existing Customer
1843,44,0.63,0.625,1252,6703.0,36,3,0.187,2,3,3,3,Existing Customer
1527,35,0.207,0.484,943,6162.0,27,4,0.153,4,1,3,3,Existing Customer
3951,68,0.619,0.524,795,3337.0,36,4,0.238,3,4,3,3,Existing Customer
1591,38,0.727,0.65,1337,2205.0,36,3,0.606,3,3,3,2,Existing Customer
1326,44,0.419,0.465,1444,4450.0,43,5,0.324,3,1,1,0,Existing Customer
2914,70,0.591,0.916,0,1438.3,28,4,0.0,4,2,0,5,Existing Customer
2447,46,1.3,1.158,1475,2172.0,18,6,0.679,2,1,2,2,Existing Customer
3078,58,0.611,1.102,1267,4323.0,29,4,0.293,2,2,1,2,Existing Customer
1238,36,0.5,0.579,1468,4145.0,45,5,0.354,3,1,1,0,Existing Customer
2454,46,0.586,1.005,1003,2032.0,18,6,0.494,3,3,1,2,Existing Customer
2413,48,1.087,1.007,2103,7010.0,19,5,0.3,3,3,1,2,Existing Customer
2126,58,0.657,0.673,1530,3205.0,50,3,0.477,2,3,3,0,Existing Customer
1782,48,0.333,0.555,1521,16547.0,36,3,0.092,3,2,3,3,Existing Customer
2041,32,0.684,1.19,0,5930.0,45,3,0.0,4,2,2,3,Existing Customer
2050,46,0.917,0.923,1752,7469.0,39,4,0.235,2,1,3,2,Existing Customer
1229,27,0.35,0.556,0,2235.0,45,6,0.0,3,2,3,3,Existing Customer
2180,33,0.941,0.623,1196,2047.0,13,5,0.584,2,2,0,2,Existing Customer
2298,55,0.719,0.572,907,34516.0,21,3,0.026,2,1,4,4,Existing Customer
1333,34,0.545,0.654,2357,2636.0,44,3,0.894,4,3,3,0,Existing Customer
2036,44,0.692,0.958,915,6425.0,32,3,0.142,2,3,3,5,Existing Customer
2088,34,0.478,0.621,1668,2902.0,13,5,0.575,2,3,0,2,Existing Customer
2024,53,1.12,0.702,1669,4002.0,42,3,0.417,3,2,1,0,Existing Customer
2405,49,0.885,1.705,977,5175.0,26,4,0.189,3,3,0,5,Existing Customer
2608,78,0.592,0.622,637,4599.0,48,4,0.139,4,2,1,0,Existing Customer
2866,53,0.893,0.917,1518,31258.0,43,4,0.049,4,3,2,4,Existing Customer
1406,37,0.423,0.784,1671,2683.0,45,5,0.623,4,2,2,0,Existing Customer
563,15,0.364,0.262,926,11638.0,30,3,0.08,3,4,3,3,Attrited Customer
1610,49,0.4,0.325,1140,1829.0,20,3,0.623,3,1,3,2,Existing Customer
1409,25,0.25,0.359,1671,8276.0,36,3,0.202,3,1,0,3,Existing Customer
1485,38,0.462,0.484,1261,23539.0,34,4,0.054,3,3,4,4,Existing Customer
2344,48,0.92,1.467,0,2352.0,31,5,0.0,3,3,2,5,Existing Customer
2768,68,0.889,1.483,1015,11371.0,36,6,0.089,2,1,1,5,Existing Customer
1869,47,0.567,0.871,2517,2857.0,36,6,0.881,2,6,1,0,Existing Customer
2873,73,0.659,0.878,1568,34516.0,27,5,0.045,4,2,2,4,Existing Customer
1734,39,0.625,0.791,1884,6690.0,35,5,0.282,4,3,1,0,Existing Customer
2858,71,0.69,0.863,844,4439.0,28,5,0.19,4,1,2,5,Existing Customer
1984,36,1.0,0.537,1582,5344.0,36,4,0.296,2,3,3,2,Existing Customer
1537,41,1.05,0.919,0,27310.0,37,6,0.0,3,3,3,4,Existing Customer
1263,35,0.591,0.955,2360,2531.0,50,6,0.932,4,2,1,0,Existing Customer
2318,54,0.688,0.768,0,9096.0,22,4,0.0,3,1,1,5,Existing Customer
1112,26,0.368,0.927,0,34516.0,33,1,0.0,4,3,3,4,Attrited Customer
1438,35,0.591,0.834,902,7169.0,32,3,0.126,2,1,3,3,Existing Customer
1292,34,0.889,0.765,1723,5399.0,36,5,0.319,4,3,0,0,Existing Customer
1924,50,0.667,0.603,1170,2280.0,47,6,0.513,2,3,3,0,Existing Customer
2205,43,0.265,0.542,1305,6315.0,21,4,0.207,4,1,0,3,Existing Customer
1774,46,1.0,0.719,1640,4402.0,33,6,0.373,2,1,3,2,Existing Customer
1413,31,0.722,0.452,1623,27732.0,34,5,0.059,2,4,2,4,Existing Customer
3479,76,0.81,1.195,1053,4947.0,36,4,0.213,4,3,2,5,Existing Customer
1646,43,0.536,0.921,2375,3946.0,28,3,0.602,3,2,1,2,Existing Customer
1683,50,0.471,0.685,2289,12291.0,52,5,0.186,4,3,2,0,Existing Customer
1420,32,0.455,0.791,1874,3067.0,53,4,0.611,4,2,2,0,Existing Customer
2451,55,1.292,1.769,674,1438.3,36,6,0.469,3,2,4,2,Existing Customer
2066,51,0.457,0.681,2517,8633.0,47,4,0.292,4,2,1,0,Existing Customer
2805,85,0.667,1.059,0,2394.0,28,4,0.0,3,4,2,5,Existing Customer
1088,26,1.167,1.015,2517,11374.0,49,3,0.221,4,0,2,0,Attrited Customer
1931,35,0.75,0.895,2159,6921.0,28,4,0.312,4,3,3,2,Existing Customer
1343,35,0.296,0.358,2379,2564.0,52,4,0.928,4,6,0,0,Existing Customer
1613,43,0.344,0.634,1904,2720.0,55,4,0.7,4,3,1,0,Existing Customer
1402,35,0.667,0.733,2154,9843.0,36,3,0.219,4,2,2,0,Existing Customer
2534,51,0.962,0.767,661,21691.0,13,5,0.03,2,3,0,4,Existing Customer
2199,48,1.0,0.953,883,1826.0,45,6,0.484,2,3,1,0,Existing Customer
1562,44,0.913,0.649,1829,5746.0,24,6,0.318,0,3,1,2,Existing Customer
1851,48,0.455,0.834,1346,2926.0,27,6,0.46,4,2,3,2,Existing Customer
1831,60,0.5,0.744,1813,7061.0,36,5,0.257,2,3,5,2,Existing Customer
1570,31,0.722,0.632,1430,5589.0,35,3,0.256,4,3,4,3,Existing Customer
1735,43,0.387,0.667,2033,9620.0,33,5,0.211,3,3,2,3,Existing Customer
2386,47,0.382,0.635,2162,2539.0,15,5,0.852,3,3,1,2,Existing Customer
2790,68,0.581,0.676,610,3642.0,28,4,0.167,3,2,3,5,Existing Customer
3031,57,0.676,0.744,0,3451.0,39,3,0.0,3,4,2,3,Existing Customer
1819,35,0.522,0.759,1246,1841.0,36,4,0.677,3,2,0,0,Existing Customer
1972,38,0.52,1.356,1529,5764.0,25,6,0.265,2,3,1,2,Existing Customer
2084,61,1.103,0.798,0,18278.0,16,6,0.0,2,3,2,5,Existing Customer
1357,26,1.0,0.824,618,16059.0,33,4,0.038,2,3,2,4,Existing Customer
1193,26,0.3,0.65,659,5887.0,41,3,0.112,2,2,2,3,Existing Customer
2530,50,0.724,1.328,1986,3152.0,31,6,0.63,2,2,3,2,Existing Customer
1195,35,0.522,0.864,0,12464.0,28,1,0.0,4,3,1,3,Attrited Customer
2160,54,0.929,0.905,0,4784.0,36,5,0.0,3,2,1,5,Existing Customer
2074,81,0.8,0.803,0,1950.0,36,5,0.0,3,2,1,5,Existing Customer
2213,62,0.771,0.847,0,7478.0,56,6,0.0,2,3,0,0,Existing Customer
2731,39,0.5,0.764,0,1438.3,20,4,0.0,4,3,0,3,Existing Customer
2950,87,0.977,0.669,1191,1707.0,36,4,0.698,4,2,0,0,Existing Customer
2572,35,0.591,1.246,917,4016.0,13,5,0.228,2,2,1,2,Existing Customer
2411,53,0.656,0.889,1699,2370.0,19,5,0.717,2,3,0,2,Existing Customer
1409,49,0.75,0.685,2517,3478.0,36,6,0.724,4,1,3,2,Existing Customer
1987,47,0.808,0.86,989,1539.0,32,6,0.643,2,2,4,2,Existing Customer
947,20,0.053,0.506,0,1438.3,20,3,0.0,4,2,0,3,Attrited Customer
3046,56,1.154,0.986,1639,3142.0,26,6,0.522,2,3,2,2,Existing Customer
3013,78,0.696,0.958,0,17236.0,36,3,0.0,2,1,0,5,Existing Customer
1679,39,0.5,0.529,0,1438.3,36,5,0.0,4,1,2,3,Existing Customer
2342,51,1.318,0.766,925,13206.0,20,5,0.07,2,3,1,5,Existing Customer
1359,36,0.565,0.522,1351,2480.0,41,3,0.545,0,1,3,2,Existing Customer
2632,64,0.778,1.154,0,2898.0,19,5,0.0,4,1,0,5,Existing Customer
1430,28,1.333,0.742,1028,1570.0,51,5,0.655,4,3,0,0,Existing Customer
1877,41,0.783,0.898,1262,4460.0,56,6,0.283,3,3,0,0,Existing Customer
1731,40,0.739,0.677,0,1544.0,22,4,0.0,4,2,2,3,Existing Customer
1332,24,0.5,0.636,2219,3456.0,44,6,0.642,2,3,2,0,Existing Customer
2270,44,0.333,0.694,1599,2751.0,16,4,0.581,3,3,1,2,Existing Customer
1771,41,0.367,0.434,0,4153.0,44,6,0.0,4,3,4,3,Existing Customer
3016,85,0.809,0.974,1396,3685.0,36,5,0.379,4,2,3,2,Existing Customer
969,29,1.071,0.781,1932,8902.0,49,4,0.217,4,1,2,0,Existing Customer
2070,44,0.467,0.737,1596,2944.0,26,3,0.542,4,3,2,2,Existing Customer
1395,39,0.345,0.435,786,2232.0,47,5,0.352,2,3,0,0,Existing Customer
2169,48,1.182,1.288,909,1569.0,29,3,0.579,4,2,3,2,Existing Customer
2574,65,0.625,0.666,1153,23622.0,26,4,0.049,2,2,3,4,Existing Customer
1627,54,1.077,0.711,1442,3326.0,40,6,0.434,3,3,3,0,Existing Customer
1592,32,1.0,0.937,1698,6116.0,31,4,0.278,3,3,2,2,Existing Customer
1601,34,1.125,1.324,0,11352.0,25,6,0.0,3,1,1,5,Existing Customer
2560,72,0.674,0.737,873,14910.0,36,4,0.059,4,3,0,3,Existing Customer
4563,61,0.743,0.8,0,17531.0,27,6,0.0,3,3,0,5,Existing Customer
1827,49,0.581,0.681,643,4138.0,29,3,0.155,3,2,3,3,Existing Customer
2472,65,1.167,1.113,2147,8374.0,36,6,0.256,2,2,2,2,Existing Customer
1475,27,1.7,0.988,0,7049.0,28,3,0.0,3,3,2,5,Existing Customer
2349,61,0.968,0.717,1695,3851.0,27,5,0.44,4,3,1,2,Existing Customer
2477,49,1.042,1.085,827,15936.0,30,5,0.052,4,1,4,4,Existing Customer
2775,74,1.114,0.84,0,2926.0,19,5,0.0,4,4,0,5,Existing Customer
1451,25,0.667,0.485,691,10305.0,36,3,0.067,4,2,3,3,Existing Customer
1617,35,0.75,0.479,2517,2987.0,42,3,0.843,2,2,1,0,Existing Customer
2949,70,1.0,1.044,1965,34516.0,29,6,0.057,3,2,0,4,Existing Customer
1585,43,0.72,0.996,1579,6275.0,28,3,0.252,4,3,2,2,Existing Customer
2679,45,0.8,1.504,0,7185.0,27,3,0.0,3,2,2,5,Existing Customer
1779,47,0.808,0.744,1961,3281.0,36,4,0.598,4,3,1,0,Existing Customer
1523,30,0.579,0.456,1646,3077.0,54,3,0.535,2,3,0,0,Existing Customer
2758,50,0.852,1.318,1864,2042.0,16,6,0.913,4,1,3,2,Existing Customer
1910,51,0.7,0.482,1553,2001.0,51,4,0.776,4,1,4,0,Existing Customer
2616,46,1.3,1.158,2517,3625.0,36,4,0.694,4,3,2,2,Existing Customer
1199,25,0.316,0.531,1885,7803.0,47,6,0.242,4,3,4,3,Existing Customer
2565,53,0.71,1.264,1702,5951.0,30,3,0.286,2,1,4,2,Existing Customer
1339,23,0.15,0.719,812,15796.0,50,1,0.051,4,5,1,3,Attrited Customer
3676,67,0.558,0.719,1364,7558.0,36,5,0.18,4,3,4,3,Existing Customer
1910,38,1.0,0.746,0,5381.0,46,6,0.0,3,1,1,5,Existing Customer
2279,56,0.6,0.983,2517,3556.0,55,4,0.708,4,1,0,0,Existing Customer
1354,25,0.316,0.631,1466,2661.0,55,5,0.551,4,1,1,0,Existing Customer
1999,48,0.655,0.766,1405,3506.0,36,6,0.401,4,1,2,0,Existing Customer
1895,43,0.536,0.624,1699,2066.0,24,3,0.822,2,2,3,2,Existing Customer
1570,56,0.333,0.432,877,8329.0,42,4,0.105,4,1,1,3,Existing Customer
1258,33,0.435,0.721,0,2774.0,48,4,0.0,0,1,2,3,Existing Customer
2475,52,0.926,1.222,1130,4134.0,36,5,0.273,3,3,1,0,Existing Customer
1213,33,0.571,0.648,1180,11329.0,36,5,0.104,2,2,1,3,Existing Customer
1755,45,0.8,0.696,1560,9055.0,53,3,0.172,2,2,1,0,Existing Customer
1692,38,0.652,0.608,1409,17393.0,32,6,0.081,2,2,1,4,Existing Customer
3313,72,0.756,0.822,0,5908.0,43,6,0.0,4,3,4,5,Existing Customer
2820,62,0.879,1.132,1815,5825.0,21,6,0.312,3,2,2,2,Existing Customer
1813,31,0.409,0.737,0,3665.0,16,5,0.0,3,1,0,3,Existing Customer
2555,44,0.833,1.505,1425,3797.0,31,4,0.375,2,2,3,2,Existing Customer
2133,54,0.543,0.65,0,3478.0,28,4,0.0,4,3,3,3,Existing Customer
2566,74,0.762,0.855,0,13734.0,20,5,0.0,3,3,1,5,Existing Customer
2058,49,0.485,0.711,2167,3034.0,23,4,0.714,2,3,3,2,Existing Customer
2593,57,0.781,1.257,2360,2973.0,32,4,0.794,4,1,4,2,Existing Customer
1886,48,0.5,0.781,0,24296.0,31,4,0.0,2,1,2,4,Existing Customer
2568,59,0.735,0.84,1226,8969.0,30,3,0.137,3,1,3,5,Existing Customer
1870,51,0.275,0.65,1623,2550.0,36,3,0.636,2,3,0,0,Existing Customer
911,25,0.19,0.506,0,10357.0,35,5,0.0,3,1,3,3,Attrited Customer
1896,33,0.833,0.896,986,1475.0,21,5,0.668,4,1,2,2,Existing Customer
1694,32,0.778,0.666,1407,5154.0,36,3,0.273,2,6,3,3,Existing Customer
2780,57,0.727,0.745,1414,3586.0,36,6,0.394,4,2,2,0,Existing Customer
2234,35,0.667,1.238,1680,4646.0,28,3,0.362,2,1,3,2,Existing Customer
3124,66,0.784,0.695,1177,1640.0,28,6,0.718,2,2,3,2,Existing Customer
2966,50,1.381,1.194,1982,2379.0,36,5,0.833,4,2,2,2,Existing Customer
1973,59,0.686,0.929,0,3422.0,56,3,0.0,2,3,0,0,Existing Customer
1720,40,0.379,0.32,0,4365.0,28,3,0.0,3,2,3,3,Existing Customer
1137,26,0.238,0.72,2089,32938.0,33,1,0.063,4,4,2,4,Attrited Customer
1727,37,0.85,0.777,1942,6710.0,44,6,0.289,4,2,4,0,Existing Customer
1999,34,0.789,0.906,1544,2507.0,36,6,0.616,4,3,1,0,Existing Customer
1712,27,0.286,1.016,0,6184.0,56,3,0.0,3,6,0,3,Attrited Customer
1802,40,0.481,0.628,1190,2029.0,29,6,0.586,4,3,2,3,Existing Customer
2551,74,0.609,1.012,0,16659.0,17,6,0.0,2,3,3,5,Existing Customer
1788,45,0.364,0.57,1394,2203.0,46,4,0.633,2,2,1,0,Existing Customer
1908,39,0.696,0.935,1642,5122.0,38,4,0.321,4,2,3,0,Existing Customer
1377,38,0.583,0.421,2390,3074.0,48,4,0.777,3,1,1,0,Existing Customer
1843,28,0.647,0.593,0,2584.0,36,4,0.0,2,3,3,3,Existing Customer
2563,64,0.641,0.88,0,2037.0,26,4,0.0,2,1,1,5,Existing Customer
1930,36,0.636,0.677,1412,14938.0,29,4,0.095,2,3,1,3,Existing Customer
2460,52,0.857,1.055,896,2014.0,31,6,0.445,2,1,3,2,Existing Customer
2054,55,0.774,0.651,0,1818.0,34,3,0.0,3,4,2,3,Attrited Customer
2405,55,0.667,0.635,0,14926.0,36,4,0.0,4,1,2,3,Existing Customer
3291,55,0.618,0.79,1308,2827.0,43,4,0.463,2,3,1,0,Existing Customer
1197,25,1.083,1.06,1507,2773.0,42,3,0.543,4,2,3,0,Existing Customer
1158,31,1.067,0.963,560,16033.0,41,3,0.035,2,3,0,5,Existing Customer
1855,39,0.773,0.507,2517,3213.0,54,5,0.783,4,3,1,0,Existing Customer
3133,72,1.0,0.912,0,3616.0,26,5,0.0,3,1,3,5,Existing Customer
3305,80,0.778,0.765,1023,5924.0,30,6,0.173,3,1,3,5,Existing Customer
2970,76,0.689,0.711,0,14535.0,41,5,0.0,4,3,4,5,Existing Customer
1335,23,1.3,0.78,1609,2833.0,49,6,0.568,4,2,0,0,Existing Customer
1621,32,0.6,0.607,601,1479.0,49,5,0.406,3,2,0,0,Existing Customer
2546,55,0.719,0.73,1347,1617.0,29,3,0.833,4,1,3,2,Existing Customer
2192,36,0.44,0.837,451,2237.0,13,4,0.202,4,4,0,3,Existing Customer
4686,64,0.561,1.351,1782,2900.0,40,3,0.614,3,3,4,2,Existing Customer
1836,37,0.762,0.659,2086,13126.0,45,4,0.159,2,3,2,0,Existing Customer
2030,58,0.706,0.634,1407,8695.0,40,6,0.162,3,1,2,0,Existing Customer
3902,76,0.689,1.035,1897,6692.0,41,6,0.283,4,3,3,0,Existing Customer
1353,30,0.111,0.603,1004,2159.0,36,3,0.465,2,1,4,3,Existing Customer
1850,34,1.125,0.956,1909,2501.0,27,5,0.763,2,2,5,2,Existing Customer
1715,39,0.5,0.624,2379,6338.0,27,3,0.375,2,3,0,0,Existing Customer
1412,38,0.583,0.908,0,2190.0,30,1,0.0,4,3,0,3,Attrited Customer
1325,29,1.231,0.721,1628,7578.0,49,4,0.215,3,2,3,0,Existing Customer
2523,48,0.846,1.378,1466,2963.0,18,4,0.495,2,3,1,2,Existing Customer
2323,47,0.621,1.167,2077,8260.0,20,3,0.251,3,3,3,2,Existing Customer
1165,35,0.4,0.888,858,8309.0,36,3,0.103,3,4,2,3,Attrited Customer
1018,32,0.391,0.289,1901,3864.0,35,5,0.492,4,1,0,0,Existing Customer
1484,34,0.545,0.658,1082,10230.0,47,6,0.106,3,3,3,3,Existing Customer
695,10,0.25,0.418,0,22382.0,27,3,0.0,4,3,0,3,Attrited Customer
2443,70,0.556,0.973,1798,25790.0,36,6,0.07,2,3,4,4,Existing Customer
1959,56,1.0,0.957,2517,2675.0,53,6,0.941,3,1,1,0,Existing Customer
1771,47,0.516,0.548,812,1652.0,38,3,0.492,4,3,3,3,Existing Customer
1604,42,0.448,0.896,1698,5815.0,26,4,0.292,3,1,2,2,Existing Customer
1562,27,0.174,0.276,2189,2595.0,52,5,0.844,2,1,0,0,Existing Customer
2269,39,1.053,2.037,2308,3421.0,36,5,0.675,3,2,3,2,Existing Customer
1449,28,0.217,0.278,1704,6922.0,51,4,0.246,3,2,2,3,Existing Customer
1665,44,0.375,0.565,898,6979.0,36,6,0.129,4,2,2,3,Existing Customer
1457,43,0.387,0.526,0,2594.0,34,4,0.0,4,3,2,3,Existing Customer
2795,55,0.833,0.834,1679,16915.0,24,5,0.099,4,2,4,4,Existing Customer
1041,27,0.35,1.014,0,34516.0,39,3,0.0,4,4,2,4,Attrited Customer
2005,50,1.174,1.631,1877,2523.0,29,4,0.744,2,2,1,2,Existing Customer
1225,34,0.478,0.848,0,6235.0,39,2,0.0,3,4,3,3,Attrited Customer
